;author;text;title
1175;Nazim Hikmet;"Se qui c'è la metà del mio cuore,dottore,
l'altra metà sta in Cina
nella lunga marcia verso il Fiume Giallo.
E poi ogni mattina,dottore,
ogni mattina all'alba
il mio cuore lo fucilano in Grecia.
E poi,quando i prigionieri cadono nel sonno
quando gli ultimi passi si allontanano
dall'infermeria
il mio cuore se ne va,dottore,
se ne va in una vecchia casa di legno,
a Istamburg.
E poi sono 10 anni,dottore,
che nn ho niente in mano da offrire al mio popolo,
niente altro che una mela
una mela rossa,il mio cuore.
E' per tutto questo,dottore,
e non per l'alteriosclerosi,per la nicotina,per la
prigione,
che ho questa Angina Pectoris.
Guardo la notte attraverso le sbarre
e malgrado tutti questi muri che mi pesano sul petto
il mo cuore batte con la stella più lontana.";Angina pectoris
1176;Nazim Hikmet;"Se per i buoni uffici del signor Nuri spedizioniere
la mia città, la mia Istanbul mi mandasse
un cassone di cipresso, un cassone di sposa
se io l'aprissi facendo risuonare
la serratura di metallo: dccinnn ...

due rotoli di tela finissima
due paia di camicie
dei fazzoletti bianchi ricamati d'argento
dei fiori di lavanda nei sacchetti di seta
e tu
e se tu uscissi da lì

ti farei sedere sull'orlo del letto
ti metterei sotto i piedi la mia pelle di lupo
con la testa chinata e le mani giunte starei davanti a te
ti guarderei, gioia, ti guarderei stupito
come sei bella, Dio mio, come sei bella
l'aria e l'acqua d'Istanbul nel tuo sorriso
la voluttà della mia città nel tuo sguardo
o mia sultana, o mia signora, se tu lo permettessi
e se il tuo schiavo Nazim Hikmet l'osasse
sarebbe come se respirasse e baciasse
Istanbul sulla tua guancia

ma sta' attenta
sta' attenta a non dirmi ""avvicinati""
mi sembra che se la tua mano toccasse la mia
cadrei morto sul pavimento.";Unknown
1177;Nazim Hikmet;"Amo in te
l'avventura della nave che va verso il polo
amo in te
l'audacia dei giocatori delle grandi scoperte
amo in te le cose lontane
amo in te l'impossibile
entro nei tuoi occhi come in un bosco
pieno di sole
e sudato affamato infuriato
ho la passione del cacciatore
per mordere nella tua carne.

amo in te l'impossibile
ma non la disperazione.";Amo in te
1178;Nazim Hikmet;"Ho sognato della mia bella
m'è apparsa sopra i rami
passava sopra la luna
tra una nuvola e l'altra
andava e io la seguivi
mi fermavo e lei si fermava
la guardavo e lei mi guardava
e tutto è finito qui.";Ho sognato della mia bella
1179;Nazim Hikmet;"Il più bello dei mari
è quello che non navigammo.
Il più bello dei nostri figli
non è ancora cresciuto.
I più belli dei nostri giorni
non li abbiamo ancora vissuti.
E quello
che vorrei dirti di più bello
non te l'ho ancora detto.";Il più bello dei mari
1180;Nazim Hikmet;"Sei la mia schiavitù sei la mia libertà
sei la mia carne che brucia
come la nuda carne delle notti d'estate
sei la mia patria
tu, coi riflessi verdi dei tuoi occhi
tu, alta e vittoriosa
sei la mia nostalgia
di saperti inaccessibile
nel momento stesso
in cui ti afferro.";Sei la mia schiavitù sei la mia libertà
1181;Nazim Hikmet;"Ed ecco ce ne andiamo come siamo venuti
arrivederci fratello mare
mi porto un po' della tua ghiaia
un po' del tuo sale azzurro
un po' della tua infinità
e un pochino della tua luce
e della tua infelicità.
Ci hai saputo dir molte cose
sul tuo destino mare
eccoci con un po' più di speranza
eccoci con un po' più di saggezza
e ce ne andiamo come siamo venuti
arrivederci fratello mare.";Arrivederci fratello mare
1182;Nazim Hikmet;"I tuoi occhi i tuoi occhi i tuoi occhi
che tu venga all'ospedale o in prigione
nei tuoi occhi porti sempre il sole.
I tuoi occhi i tuoi occhi i tuoi occhi
questa fine di maggio, dalle parti d'Antalya,
sono così, le spighe, di primo mattino;
i tuoi occhi i tuoi occhi i tuoi occhi
quante volte hanno pianto davanti a me
son rimasti tutti nudi, i tuoi occhi,
nudi e immensi come gli occhi di un bimbo
ma non un giorno han perso il loro sole;
i tuoi occhi i tuoi occhi i tuoi occhi
che s'illanguidiscano un poco, i tuoi occhi
gioiosi, immensamente intelligenti, perfetti:
allora saprò far echeggiare il mondo
del mio amore.
I tuoi occhi i tuoi occhi i tuoi occhi
così sono d'autunno i castagneti di Bursa
le foglie dopo la pioggia
e in ogni stagione e ad ogni ora, Istanbul.
I tuoi occhi i tuoi occhi i tuoi occhi
verrà un giorno, mia rosa, verrà un giorno
che gli uomini si guarderanno l'un l'altro
fraternamente
con i tuoi occhi, amor mio,
si guarderanno con i tuoi occhi.";I tuoi occhi i tuoi occhi i tuoi occhi
1183;Nazim Hikmet;"Le piante, da quelle di seta fino alle più arruffate
gli animali, da quelli a pelo fino a quelli a scaglie
le case, dalle tende di crine fino al cemento armato
le macchine, dagli aeroplani al rasoio elettrico

e poi gli oceani e poi l'acqua nel bicchiere
e poi le stelle
e poi il sonno delle montagne
e poi dappertutto mescolato a tutto l'uomo

ossia il sudore della fronte
ossia la luce nei libri
ossia la verità e la menzogna
ossia l'amico e il nemico
ossia la nostalgia la gioia il dolore

sono passato attraverso la folla
insieme alla folla che passa.";L'uomo
1184;Nazim Hikmet;"In questa notte d'autunno
sono pieno delle tue parole
parole eterne come il tempo
come la materia
parole pesanti come la mano
scintillanti come le stelle.
Dalla tua testa dalla tua carne
dal tuo cuore
mi sono giunte le tue parole
le tue parole cariche di te
le tue parole, madre
le tue parole, amore
le tue parole, amica.
Erano tristi, amare
erano allegre, piene di speranza
erano coraggiose, eroiche
le tue parole
erano uomini";In questa notte d'autunno
1185;Nazim Hikmet;"I giorni sono sempre più brevi
le piogge cominceranno.
La mia porta, spalancata, ti ha atteso.
Perchè hai tardato tanto?

Sul mio tavolo, dei peperoni verdi, del sale, del pane.
Il vino che avevo conservato nella brocca
l'ho bevuto a metà, da solo, aspettando.
Perchè hai tardato tanto?

Ma ecco sui rami, maturi, profondi
dei frutti carichi di miele.
Stavano per cadere senza essere colti
se tu avessi tardato ancora un poco.";I giorni sono sempre più brevi
1186;Nazim Hikmet;"Pioggia d’estate cade dentro di me
acini d’uva si schiacciano contro i miei vetri
gli occhi delle mie foglie sono abbagliati

pioggia d’estate cade dentro di me
piccioni d’argento voltano dai miei tetti
la mia terra corre coi piedi nudi

pioggia d’estate cade dentro di me
una donna è scesa dal tram
i polpacci bianchi bagnati

pioggia d’estate cade dentro di me
senza rinfrescare la mia tristezza

pioggia d’estate cade dentro di me
all’improvviso e all’improvviso s’arresta
il peso dell’afa è rimasto dov’era
al termine delle grosse rotaie
arrugginite.";Pioggia d'estate
1187;Nazim Hikmet;"Ti sei stancata di portare il mio peso
ti sei stancata delle mie mani
dei miei occhi della mia ombra

le mie parole erano incendi
le mie parole eran pozzi profondi

verrà un giorno un giorno improvvisamente
sentirai dentro di te
le orme dei miei passi
che si allontanano

e quel peso sarà il più grave";Ti sei stancata di portare il mio peso
1188; Lucio Mariani;"Sono tornato all’isola dei venti
 dove svetta e governa fra i gerani
 il girasole.

 Dove la canna inarca lance al meltemi
 che fa calva la roccia e scala al mare,
 farneticando fra rovigli bruni
 fra bruni grilli e brune lagartíglie
 in concerto di fasci sibilanti sulla battigia,
 tentativi di turbine, poi mille costure all’acqua. Strappa il cielo una nuvola.
 Il bavero del vecchio caicco
 si gonfia, è un fico maturo,
 vola come un messaggio verso Delo
 porta sacra del divino intervallo.
 Qui una regola di civiltà pietosa
 non consentiva nascita né morte.

 Laggiú tra le sedie cresciute sulla spiaggia
 Chatzidakis piange la sorte del postino
 con tutte le corde delle correnti di mare.

 Si scorda dove porta la strada. "; Mikonos
1189;Antonino Massimo Rugolo;"E l’amore guardò il tempo e rise. 
Un sorriso lieve come un sospiro, 
come l’ironia di un batter di ciglio, 
come il sussurro di una verità scontata. 
Perché sapeva di non averne bisogno. 
Perché sapeva l’infinita potenza del cuore 
e la sua poesia e la magia di un universo perfetto, 
al di là dei limiti del tempo e dello spazio. 
E le ragioni dell’uomo, fragile come un pulcino, 
smarrito come un uccello, 
cannibale come un animale da preda.
 Perché conosceva la tenerezza di una madre, 
l’incanto di un bacio, il lampo di un incontro. 
Poi finse di morire per un giorno, 
nella commedia della vita, 
nell’eterno gioco della paura, 
nascosto, con il pudore della sofferenza, 
con la rabbia della carne, 
con il desiderio di una carezza. 
Ma era là, beffardo, testardo, vivo. 
E rifiorì alla sera, 
senza leggi da rispettare, 
come un Dio che dispone, sicuro di sé, 
bello come la scoperta, profumato come la luna. 
Ma poi si addormentò in un angolo di cuore 
per un tempo che non esisteva 
e il tempo cercò di prevalere, 
nel grigio di un’assenza senza musica, senza colori. 
E sbriciolò le ore nell’attesa, 
nel tormento per dimenticare il suo viso, la sua verità. 
Ma l’amore negato, offeso, 
fuggì senza allontanarsi, 
ritornò senza essere partito, 
perché la memoria potesse ricordare 
e le parole avessero un senso 
e i gesti una vita e i fiori un profumo 
e la luna una magia. 
Perché l’emozione bruciasse il tempo e le delusioni, 
perché la danza dei sogni fosse poesia. 
Così mentre il tempo moriva, restava l’amore. ";E l’amore guardò il tempo e rise
1190;Sergio Solmi;"Entro la densa lente dell’estate,
nel mattino disteso che già squarciano
lunghi, assonnati e sviscerati i gridi
degli ambulanti, - oh, i bei colori! Giallo
di peperoni, oscure melanzane,
insalate svarianti dal più tenero
verde all’azzurro, rosee carote,
e vesti accese delle donne, e muri
scabri e preziosi, gonfi ippocastani,
acque d’argento e di mercurio, e in alto
il cielo caldo e puro e torreggiante
di tondi cirri, o bel compatto mondo.
Lieto ne testimonia, sul pianeta
Terra, nella città Milano, mentre
vaga, di sé dimentico e di tutto,
lungo le calme vie che si ridestano,
- oggi, addì ventisette Luglio mille
novecento cinquanta - un milanese.";Entro la densa lente dell’estate
1191;Rupert Brooke;"Vagavo sul ponte, per un’ora, stanotte
sotto un cielo nuvoloso e senza luna; e sbirciavo
nelle finestre, guardavo i miei amici a tavola,
o giocando a carte, o in piedi sull’uscio,
o venendo fuori nell’oscurità. Ancora
nessuno poteva vedermi.

………………….Avrei pensato a loro
- svagati, a una settimana dalla battaglia – con pena,
fieri nella loro forza e nel peso e fermezza
e compatta bellezza dei corpi, con pena che
questa lieta macchina di splendore sarebbe stata presto [spezzata,
dimenticata, smontata, fatta a pezzi…

…………………..Ma come sempre
potevo solo vederli passare, davanti alla luce della lampada,
come ombre colorate, più sottili di una membrana di [vetro,
deboli bolle, più tenui della tenue luce delle onde
che scoppiarono in fosforo nella notte,
cose caduche e strani fantasmi – prossimi a morire
per altri fantasmi – questo, o quello, o io.";Fragment
1192;Ghiannis Ritsos;" Non amava affatto gli uccelli, i fiori, gli alberi
 diventati simboli di idee, utilizzati allo stesso modo
 da schieramenti opposti. Lui tentava
 di riportarli al loro fondamento naturale. Le colombe,
per esempio,
 non emblema di un'infinità di convegni, ma begli uccelli
 erotici, dal passo lento, che continuano a baciarsi
 becco a becco nel mio cortile e mi riempiono
le mattonelle
 di escrementi e piume (mi piacciono così); o, al massimo,
 piccoli postini che portano al di sopra delle pallottole
 le lettere dei bambini poveri a Dio, in cui gli chiedono scarpe e quaderni e un po' di caramelle. I gigli
 non emblemi di purezza, ma piante profumate
 e sensuali, dai petali spalancati
 che mostrano gli stami eretti con i pollini d'oro. E l'ulivo,
 non premio di vittoria o di pace ma genitore fruttifero
 che dà il buon olio per le nostre pietanze e per la lucerna,
 per gli arrossamenti del neonato e il ginocchio ferito
 del bambino irrequieto e disobbediente, e ancora
 per il modesto lume della Madonna. E io – disse –
 nient'affatto mito, eroe o dio, ma semplice operaio
 al pari di te, di te e dell'altro – proletario dell'arte
 innamorato sempre degli alberi, degli uccelli, degli animali
e degli uomini,
 innamorato soprattutto della bellezza dei pensieri puliti
 e della bellezza dei corpi giovanili – un operaio
 che scrive, scrive incessantemente su tutti e tutto
 e ha un nome breve e facile a pronunciarsi: Ghiannis Ritsos. ";Restaurazione 
1193;Ghiannis Ritsos;" Ricordatemi – disse. Ho percorso migliaia di chilometri
 senza pane, senz'acqua, sopra pietre e spine,
 per portarvi pane e acqua e rose. La bellezza
 non l'ho mai tradita. Ho spartito equamente tutti
i miei averi.
 Non ho tenuto nulla per me. Poverissimo. Con un
giglietto di campo
 ho illuminato le nostre notti più feroci. Ricordatemi.
 E perdonatemi quest'ultima tristezza: Vorrei
 mietere ancora una volta con la falce sottile della luna
 una spiga matura. Rimanere sulla soglia a guardare
 masticando il grano, un chicco dopo l'altro, con gli
incisivi
 ammirando e benedicendo questo mondo che lascio,
 ammirando anche Colui che sale il colle nel tramonto
dorato. Osservate:
 Sulla manica sinistra ha una toppa quadrata color porpora.
 Non si distingue chiaramente. Soprattutto quella volevo
mostrarvi.
 E forse soprattutto perciò varrà la pena che mi ricordiate. ";Come un epilogo 
1194;Ghiannis Ritsos;" La casa profuma già di autunno. E una volta ancora
siamo impreparati,
 senza pullover né sciarpe. Nuvole inattese
 dal mattino oscurano le colline. Dobbiamo sbrigarci
 a fare un po' di provviste, perché tra poco arrivano
 i venti sbraitanti. I vapori della cucina
 occupano il primo posto nel silenzio del corridoio.
A uno a uno
 chiudono i locali sul mare. Sul molo bagnato
 pacchetti di sigarette vuoti, recipienti di plastica,
giornali
 e i gatti randagi affamati che guardano
 l'orologio della dogana privo di lancette. Domande
dimenticate
 cigolano di nuovo come banderuole arrugginite
 sui tetti di case abbandonate, i cui proprietari
 sono morti di tisi anni fa senza lasciare eredi.
 Ma tu, a dispetto della pioggia e dei venti, insisti
 sotto la tua lampada, su questa sedia dura,
 per lasciare qulacosa a chi verrà dopo – almeno
due versi,
 scritti con la mano della pioggia, che indichino
tremanti
 sempre, sempre, in direzione del sole . ";Debito autunnale 
1195;Ghiannis Ritsos;"Ah, sì, quante battaglie, eroismi, ambizioni, superbie
senza senso,
 sacrifici e sconfitte e sconfitte, e altre battaglie, per
cose che ormai
 erano state decise da altri in nostra assenza. E gli uomini, innocenti,
 a infilarsi le forcine negli occhi, a sbattere la testa
 contro il muro altissimo, ben sapendo che il muro non cede
 né men si fende, per consentirgli di vedere almeno
da una fessura
 un po' di azzurro non offuscato dalla loro ombra e dal
tempo. Eppure – chissà –
 là dove qualcuno resiste senza speranza, è forse là che
inizia
 la storia umana, come la chiamiamo, e la bellezza dell'uomo
 tra ferri arrugginiti e ossi di tori e di cavalli,
 tra antichissimi tripodi su cui arde ancora un po' di alloro
 e il fumo sale nel tramonto sfilacciandosi come un vello
d'oro
 [...]. Novità – Prima edizione integrale"; da Elena 
